word,translation,pronunciation
hard,صلب,s+albon
soft,ناعم,ne+e+g+imon
solid,صلب,s+albon
liquid,سائل,se+e+'ilon
gaseous,غازي,k+aaziy(o)n
hearty,مفعم بالحيوية,mofg+e+mon bilhhe+ye+wiy(e+)ti
robust,متين,me+tiinon
quality,ذو جودة عالية,c+oo je+wde+tin g+e+e+liye+
high,عال,g+e+e+lin
low,منخفض,monh+afic+~on
on,يعمل,ye+g+me+lo
off,لا يعمل,le+ ye+g+me+lo
hot,حارّ,hhaar(o)n
freezing,شديد البرودة,xe+diidolboroode+ti
hungry,جائع,je+e+'ig+on
thirsty,عطش,g+e+tixon
last,آخر,'e+e+h+iron
late,متأخّر,mote+'(e+)h+iron
early,باكر,be+e+kiron
significant,مهمّ,muhe+m(o)n
loud,صاخب,s+aah+ibon
quiet,صامت,s+aamiton
primary,ابتدائي,'ibtide+'(i)yon
secondary,ثانوي,ce+e+ne+wiy(o)n
main,رئيسي,rag+isiy(o)n
constant,ثابت,ce+e+biton
ready,مستعدّ,moste+g+(i)don
narrow,ضيّّق,c+~ay(i)k+on
wide,واسع,we+e+sig+on
necessary,ضروريّ,c+~arooriy(o)n
offensive,هجومي,hojoomiy(o)n
opposite,مقابل,mok+aabilon
against,ضدّ,c+~id(o)n
again,مرّة أخرى,m(a)raten 'oh+raa
ordinary,عاديّ,g+e+e+diy(o)n
passive,سلبي,se+lbiy(o)n
possible,ممكن,momkinon
probable,راجح,raajihhon
impossible,مستحيل,moste+hhiilon
correct,صحيح,s+ahhiihhon
incorrect,خاطئ,h+aat~i'on
safe,آمن,'e+e+minon
amazing,رائع,raa'ig+on
ancient,قديم,k+adiinon
wishy washy,واهن العزم,we+e+hinolg+e+zmi
whole,كامل,ke+e+milon
useful,مفيد,mofiidon
mental,ذهنيّ,c+ihniy(o)n
physical,مادّي,me+e+d(i)yon
spiritual,روحيّّ,roohhiy(o)n
optional,اختياريّ,'ih+tiye+e+r(i)yon
required,مطلوب,me+t~loobon
accomplish,حقّق,hhak+(a)k+a
act,فعل,fe+g+e+le+
adapt,تأقلم,te+'e+k+le+me+
add,أضاف,'e+c+~aafe+
adjust,عدّل,g+e+d(e+)le+
advise,نصح,ne+s+ahhe+
aggregate,جمّع,j(e+)me+g+e+
agree,اتفق,'it(e+)fe+k+a
alternate,تناوب,te+ne+e+we+be+
approve,وافق,we+e+fe+k+a
approximate,قرّب,k+arr(e+)be+
ask,سأل,se+'e+le+
assume,افترض,'ifte+rac+~a
attach,ربط,rabe+t~a
attempt,حاول,hhe+e+we+le+
attend,حضر,hhe+c+~ara
attend,اهتمّ,'ihte+m(e+)
awaken,استيقظ,'iste+yk+ac+~a
balance,وازن,we+e+ze+ne+
be,كان,ke+e+ne+
believe,اعتقد,'ig+te+k+ade+
bend,انحنى,'inhhe+ne+e+
benefit,استفاد,'iste+fe+e+de+
blend,مزج,me+ze+je+
borrow,اقترض,'ik+te+rac+~a
bounce,وثب,we+ce+be+
break,كسّر,ke+s(e+)ra
build,بنى,be+ne+e+
browse,تصفّح,te+s+af(e+)hha
bundle up,حزم,hhe+ze+me+
buy,اشترى,'ixte+raa
call,اتّصل,'it(e+)s+ale+
carry,حمل,hhe+me+le+
catch,قبض,k+abic+~a
categorize,صنّف,s+an(e+)fe+
cause,تسبّب,te+se+b(e+)be+
change,غيّر,k+ay(e+)ra
check,تحقّق,te+hhe+k+(a)k+a
continue,واصل,waasale+
chip,تشظّى,te+xe+c+~(aa)
choose,اختار,'ih+te+e+ra
chop,ضرب,c+~arabe+
classify,صنّّف,s+an(e+)fe+
clean,نظّف,ne+c+~(a)fe+
climb,تسلّق,te+s(e+)le+k+a
clone,نسخ,ne+se+h+a
collect,جمّع,j(e+)me+g+e+
come,جاء,je+e+'e+
compute,حسب,hhe+se+be+
communicate,تواصل,te+we+e+s+ale+
congratulate,هنّى,he+n(e+e+)
consider,اعتبر,'ig+te+be+ra
count,عدّّ,g+e+d(e+)
crack,شقّ,xe+k+(a)
crawl,زحف,ze+hhe+fe+
cover,غطّى,k+at~(aa)
create,خلق,h+ale+k+a
cross,تجاوز,te+je+we+ze+
dance,رقص,rak+asa
decide,قرّّر,k+ar(a)ra
delay,أخّر,'e+h+(a)ra
deliver,سلّم,se+l(e+)me+
demonstrate,برهن,barhe+ne+
digest,هضّم,he+c+~(a)me+
divide,قسّم,k+as(e+)me+
draw,صوّر,s+aw(e+)ra
dream,حلم,hhe+le+me+
drink,شرب,xe+ribe+
drip,قطّر,k+at~(a)ra
drive,ساق,se+e+k+a
drop,ترك,te+rake+
drum,طبّل,t~ab(e+)le+
eat,أكل,'e+ke+le+
do,فعل,fe+g+e+le+
drain,تصرّف,te+s+ar(a)fe+
energize,نشّط,ne+x(e+)t~a
engage,شارك,xe+e+rake+
enter,دخل,de+h+ale+
estimate,قدّر,k+(a)de+ra
exchange,بادل,be+e+de+le+
exit,غادر,k+aade+ra
expect,توقّع,te+wak+(a)g+e+
explain,فسّر,fe+s(e+)ra
explore,اكتشف,'ikte+xe+fe+
extend,مدّد,me+d(e+)de+
fall,سقط,se+k+at~a
rise,صعد,s+ag+e+de+
feed,غذّى,k+e+c+(e+e+)
feel,شعر,xe+g+ore+
fill,ملأ,me+le+'e+
figure stuff out,عرف,g+e+rafe+
find,وجد,we+je+de+
float,طفى,t~afe+e+
flow,تدفّق,te+daf(e+)k+a
focus,ركّز,rak(e+)ze+
follow,تبع,te+big+e+
forget,نسي,ne+siye+
fork,فرّع,fe+r(a)g+a
form,صوّّر,s+aw(e+)ra
discover,اكتشف,ikte+xe+fe+
doubt,شكّ,xe+k(e+)
fund,موّل,me+w(e+)le+
gather,جمع,je+me+g+e+
get,أخذ,'e+h+e+c+e+
breathe,تنفّس,te+ne+f(e+)se+
give,أعطى,'e+g+t~aa
go,ذهب,c+e+he+be+
grab,انتزع,'inte+ze+g+e+
allow,سمح,se+me+hhe+
deny,منع,me+ne+g+e+
grasp,أمسك,'e+mse+ke+
graze,ترعى,te+rg+aa
group,جمّع,je+m(e+)g+a
grow,كبر,ke+bora
guide,وجّه,we+j(e+)he+
have,امتلك,'imte+le+ke+
hear,سمع,se+mig+e+
help,ساعد,se+e+g+e+de+
hold,أمسك,'e+mse+ke+
hunt,اصطاد,'is+t~ade+
imagine,تخيّل,te+h+a(y)e+le+
include,تشمل,te+xme+lo
integrate,أدمج,'e+dme+je+
intend,نوى,ne+we+e+
interpret,أوّل,'e+w(e+)le+
introduce,قدّم,k+ad(e+)me+
involve,تنطوي,te+nt~awii
join,نضمّ,'inc+~(a)me+
jump,قفز,k+afe+ze+
keep,احتفظ,'ihhte+fe+c+~a
know,علم,g+e+lime+
laugh,ضحك,c+~ahhike+
lay down,استلقى,'iste+lk+aa
lead,قاد,k+aade+
learn,تعلّم,te+g+e+l(e+)me+
leave,غادر,k+aade+ra
lift,رفع,rafe+g+e+
like,أعجب,'og+jibe+
listen,استمع,'iste+me+g+e+
live,عاش,g+e+e+xe+
look,نظّر,nac+~ara
love,أحبّ,'e+hh(a)b(e+)
maintain,حافظ,hhafac+~a
make,صنع,s+ane+g+a
manage,أدار,'e+daara
map,رسم,rase+me+
master,أتقن,'atk+ane+
measure,قاس,g+aase+
mind,مانع,me+ne+g+a
model,نمذج,namc+e+je+
move,تحرّك,te+hhar(e+)ke+
multiply,تضاعف,te+c+~ag+afe+
navigate,تنقّل,te+nak+ale+
need,احتاج,ihhte+je+
negate,نفى,ne+fe+e+
note/notice,لاحظ,le+hhac+~e+
nudge,دفع,de+fag+a
organize,انتظم,'intac+~ame+
overcome,تغلّب,te+g+al(e+)be+
participate,شارك,xe+rake+
pass,مرّ,mar(a)
pop,البوب,'e+lpop
pour,سكب,se+ke+be+
pray,صلّى,s+al(e+e+)
prove,برهن,barhe+ne+
push,دفع,de+fe+g+a
reach,وصل,we+s+ale+
read,قرأ,k+ara'e+
receive,تسلم,tesal(e+)ma
reduce,خفض,h+afac+~a
release,أطلق,'at~le+k+a
remember,تذكّر,te+c+e+k(a)ra
remove,أزال,'e+ze+e+la
rent,أجّر,'e+j(e+)ra
repeat,كرّر,kar(a)ra
request,طلب,t~ale+be+
respect,احترم,'ihhte+rame+
respond,أجاب,'e+je+e+be+
rest,ارتاح,'irte+e+hha
restart,أعاد,'e+g+aade+
restore,استعاد,'iste+g+aade+
resume,استئنف,'ista'ne+fe+
return,رجع,raje+g+a
reverse,عكس,g+ake+se+
rewind,تراجع,te+raaje+g+a
rotate,استدار,'iste+de+e+ra
satisfy,رضى,rac+~aa
bless,بارك,be+e+rake+
save,حفظ,hhafic+~a
say,قال,k+aale+
sell,باع,be+e+g+a
send,أرسل,'arse+le+
set,جلس,je+le+se+
shade,ظلّل,c+~al(e+)le+
share,شارك,xe+rak+e
sing,غنّى,g+an(e+)
sit,جلس,je+le+se+
stand,وقف,we+k+afe+
start,بدأ,be+de+'e+
stay,بقي,be+k+ia
step,خطوة,h+o+t~waton
think,فكّر,fe+k(a)ra
try,حاول,haawele+
turn,دار,daara
understand,فهم,fe+hima
update,تحديث,tahhdic
use,استعمال,'istag+me+la
verify,تحقق,te+hhak+(a)k+a
vibrate,تذبذب,te+c+e+bce+ba
wait,انتظر,'intac+~ara
wait for,انتظر,'intac+~ara
walk,مشى,me+che+e+
wander,تجول,tejaw(e+)le+
want,أراد,'e+raade+
wash,غسل,k+ase+le+
watch,راقب,raag+abe+
wield,استخدم,'istah+de+me+
work,عمل,g+ame+le+
write,كتب,ke+te+ba
yawn,تثاؤب,te+c+e+e+'e+be+
yield,ينتج,yontiju
yield,أدّى,'ad(e+e+)
attempt,محاولة,muhhaawe+le+ton
cure,علاج,g+ile+e+jon
dedicate,كرس,ke+r(a)se+
finish,إنهاء,'inhe+e+on
harvest,حصاد,hhas+aadon
roll,تدحرج,te+dahhraja
shape,شكل,xe+klon
shine,يلمع,yalme+g+u
shop,متجر,matje+ron
sleep,نام,ne+e+me+
smell,رائحة,ra'ihhaton
study,دراسة,diraase+ton
taste,مذاق,me+c+e+e+k+on
test,اختبار,'ih+tibaaron
combine,اتّحد,'it(e+)hhada
evolve,تطوّر,te+t~awara
align,اصطفّ,'ist~af(a)
produce,ينتج,yuntiju
consume,يستهلك,ye+stahliku
throw,يرمي,yarmii
mirror,مرآة,mi'e+e+ton
snore,شخير,xeh+iiron
boyfriend,حبيب,hhabiibon
girlfriend,صديقة,hhabiibe+ton
husband,زوج,zawjon
wife,زوجة,zawje+ton
mom,أمي,'om(ii)
dad,بابا,baabaa
mother,أم,'o+mmon
father,أب,'e+bon
aunt,عمة,g+am(e+)ton
author,مؤلف,mu'al(i)fon
baby,طفل,t~iflon
adult,كهل,kahlon
brother,أخ,'e+h+on
parent,أبوين,'e+be+wayni
child,طفل,t~iflon
cousin,ولد العم,wildu alg+am
niece,ابنة الاخ,'ibne+tu 'alah+i
nephew,ابن الأخ,'ibnu 'alah+i
elder,مسنّ,muusin(o)n
male,ذكر,c+e+ke+ron
female,أنثى,'once+e+
man,رجل,rajulon
woman,إمرأة,'imra'e+ton
air,الهواء,he+we+e+'on
animal,حيوان,haye+we+e+non
ant,نملة,namle+ton
arm,ذراع,c+ire+e+g+on
aromatics,روائح ذكية,rawe+e+'ihhon
ash,رماد,rame+e+don
asteroid/comet,كويكب/مذنب,kuwebon/muc+an(a)bon
atom,ذرة,curaton
beach,شاطئ,xaat~i'on
beak,منقار,ming+aaron
bear,دبّ,dob(o)n
beard,لحية,lihhye+ton
beast,وحش,wahhxon
bee,نحلة,nahhlon
belly,بطن,bat~non
wind,ريح,riihhon
wing,جناح,je+ne+e+hhon
womb,رحم,rahhimon
berry,توت,tuuton
bird,طائر,t~aa'iron
squirrel,سنجاب,sije+e+bon
snail,حلزون,hhale+zuunon
mind,عقل,g+ak+lon
soul,روح,ruuhhon
body,جسم,jismon
gut,حدس,hhade+son
brain,دماغ,dime+e+k+on
bone,عظمة,g+ac+~ame+ton
blood,دم,de+mon
bug,خطأ,h+at~a'on
worm,دودة,duude+ton
butterfly,فراشة,faraaxe+ton
wolf,ذئب,c+i'bon
breeze,نسيم,ne+siimon
cat,قطة,k+et~(a)ton
cell,خلية,h+aliy(e+)ton
chemical,كيميائي,kiimye+e+'on
cliff,حافّة,haafe+ton
cloud,سحابة,se+hhaabe+ton
coyote,ذئب أمريكيّ,c+i'bon 'e+mrikiiy(o)n
crow,غراب,k+uraabon
deer,غزالة,k+izle+e+non
desert,صحراء,sahhraa'on
dirt,تراب,turaabon
shadow,ظل,c+~il(on)
darkness,ظلام,c+~ale+e+mon
dawn,فجر,fajron
day,يوم,ye+wmon
daytime,نهار,nahaaron
daydream,حلم اليقظة,hholmu 'e+lye+g+ac+~ati
dog,كلب,ke+lbon
dove,حمامة,hhame+e+me+ton
dusk,غسق,k+ase+k+on
eagle/hawk,النسر/الصقر,nisron/s+ak+ron
owl,بومة,buume+ton
ear,أذن,uc+unon
earth,أرض,'arc+~on
egg,بويضة,buwayc+~aton
seed,بذرة,bac+raton
tadpole,ضفدع,c+~ifde+g+on
plant,نبات,ne+be+e+ton
tree,شجرة,xe+je+raton
bush,شجيرة,xujayraton
water,ماء,me+e+'on
river,نهر,nahron
elbow,مرفق,mirfe+k+on
chip,شريحة,xe+riihhaton
exercise,ممارسة الرياضة,mume+e+rase+tu 'e+lr(i)yac+~atu
eye,عين,g+aynon
eyelash,رمش,ramxon
vein,وريد,we+riidon
finger,إصبع,'is+be+g+on
face,وجه,we+jhon
weather season,موسم,mawsimon
feet,قدم,k+ade+mon
fire,حريق,hhariik+on
fish,سمكة,se+me+ke+ton
flame,لهب,le+habon
flower,زهرة,zahraton
fly,حلٌق,hhal(e+)k+a
foot,قدم,k+ade+mon
forest,غابة,k+aabe+ton
fruit,فاكهة,fe+kihe+ton
gas,غاز,k+aazon
gills,خياشيم,h+aye+xiim
grass,عشب,g+oxbon
gust,جراد,je+raadon
hail,برد,be+rdon
hair,شعر,xag+ron
hand,يد,Yedon
hare,أرنب,'arne+bon
head,الرأس,ra'son
tail,ذيل,c+eylon
heart,قلب,k+albon
hedgehog/groundhog,قنفذ,k+onfidon
hill,تلّ,tal(o)n
horizon,أفق,ufuk+on
ice,جليد,je+liidon
lake,بحيرة,buhhayraton
land,أرض,'arc+~on
leaf,ورقة,we+rak+aton
leg,ساق,se+e+k+on
lip,شفاه,xife+hon
lizard,سحليّة,sahhliye+ton
Mars,المريخ,'e+lmir(ii)
Earth,الأرض,'e+larc+~
Venus,الزهرة,'e+zzohratu
Saturn,زحل,zuhhal
milky way galaxy,مجرة درب التبانة,majar(i+)t darb 'altabe+ne+
moon,قمر,k+amaron
sun,شمس,xamson
star,نجمة,najme+ton
planet,كوكب الأرض,kawkabu 'al 'arc+~
metal,معادن,me+g+aadinon
ocean,محيط,muhhiton
mountain,جبل,je+be+lon
mouth,فم,fe+mon
neck,رقبة,rak+abaton
nose,أنف,'e+nfon
nut,بندق,bondak+on
outer space,فضاء خارجي,fac+~a'on h+aryjyon
pond,بركة,birke+ton
rain,مطر,mat~aron
road,طريق,t~ariik+on
rock,صخرة,s+ak+raton
rodent/mouse/rat,فأر,fa'ron
sand,رمال,rime+lon
bark,نباح,nube+e+hhon
hug,عناق,g+ine+e+g+on
kiss,قبلة,k+obla
bag,حقيبة,hhak+iibe+ton
ball,كرة,kuraton
boat,قارب,k+aaribon
book,كتاب,kite+e+bon
bottle,زجاجة,zuje+e+je+ton
bowl,وعاء,wik+aa'on
box,صندوق,sonduuk+on
bread,خبز,h+obzon
bucket,دلو,dalwon
camera,الة تصوير,'e+e+le+tu taswiiri+n
calendar,تقويم,tak+wiimon
clock,ساعة,se+e+g+aton
case,قضية,k+ac+~iy(e+)ton
cheese,جبن,jobnon
chicken,دجاج,de+je+e+jon
beef,لحم بقري,lahhmon bakriy(o)n
cup,كوب,kuubon
dish/plate,طبق,t~abe+k+on
dictionary,قاموس,k+aamuuson
door,باب,be+e+bon
drum,طبل,t~ablon
guitar,قيثارة,k+iicaaraton
electronics,إلكترونيات,'ilektroniye+e+t
faucet,صنبور,s+onbuuron
flute,مزمار,mizme+e+ron
food,طعام,t~ag+aamon
glass,زجاج,zuje+e+jon
house,منزل,manzilon
meat,لحم,lahhmon
milk,حليب,hhaliibon
plane,طائرة,t~aa'iraton
circle,دائرة,de+'iraton
triangle,مثلث,mucel(e+)con
square,مربّع,murab(e+)g+on
rectangle,مستطيل,most~at~iilon
line,خط,h+at~(o)n
axis,محور,mihhwe+ron
curve,منحنى,monhhane+e+
direction,اتجاه,it(i)je+hon
speed,سرعة,sorg+aton
source,مصدر,mas+daron
target,استهداف,isti+hde+e+fon
cycle,دورة,dawraton
wave,موجة,mawje+ton
spiral,حلزوني,hhale+zuniy(o)n
distance,مسافة,me+se+e+fe+ton
edge,حافة,hhaf(e+)ton
side,جانب,je+nibon
surface,سطح,sat~hhon
height,ارتفاع,'irtife+e+g+on
width,عرض,g+arc+~on
neighborhood,جوار,jiwaaron
parallel,متوازي,mute+we+e+ziyon
perpendicular,متعامد,mute+g+aamidon
position,موضع,mawc+~ig+on
range,نطاق,nit~aak+on
ratio/proportion,نسبة,nisbe+ton
ring,حلقة,hhale+k+aton
shape,شكل,xe+klon
ability,قدرة,k+odraton
adjustment,ضبط,c+~abton
now,الآن,'ale+e+ne+
alternative,بديل,be+diilon
amount,مبلغ,mable+k+on
answer,إجابة,'ije+be+ton
approximate,تقريبي,tak+riibiy(o)n
previous,السّابق,'e+s(e+)bik+u
next,التّالي,'e+t(e+e+)li
aspect,جانب,je+e+nibon
assumption,فرضيّة,fe+rac+~iy(e+)ton
attention,تنبيه,tanbiihon
awareness,وعي,wag+yon
base,قاعدة,k+aag+ide+ton
behavior,سلوك,suluukon
belief,معتقد,mog+te+k+adon
benefit,فائدة,fe+e+'ide+ton
bit,قليلا,g+aliile+n
block,منع,me+ne+g+a
break,استراحة,'istiraahhaton
bring,أحضر,'ahhc+~ara
burner,حارق,hhaarik+on
burnt,محروق,mahhruuk+on
capacity,سعة,sig+aton
category,فئة,fi'e+ton
cement,اسمنت,e+sme+nt
censored,مراقَب,muraak+abon
change,تغيير,tak+yiiron
character,حرف,hharfon
choice,اختيار,'ih+tiye+e+ron
cold,بارد,be+e+ridon
concept,مفهوم,mafhuumon
condition,شرط,xart~on
congratulations,تهانينا,te+he+niye+e+
connection,اتصال,'ittis+aalon
container,حاوية,haawiye+e+ton
cover,غطاء,k+it~aa'on
cozy,مريح,muriihhon
crack,شرخ,xarh+on
crown,تاج,te+e+jon
decision,قرار,k+araaron
decoration,ديكور,diikooron
density,كثافة,ke+ce+fe+ton
depth,عمق,g+omk+on
doubt,شك,xe+kkon
certainty,يقين,ye+g+iinon
drain,مجاري,me+je+rii
dream,حلم,hholmon
drink,مشروب,maxruubon
drip,تقطير,t~ag+t~iiron
drive,قيادة,g+uiye+e+de+ton
drop,قطرة,g+at~raton
effect,أثر,'e+ce+ron
energy,طاقة,t~aag+aton
environment,بيئة,bii'e+ton
estimate,تقدير,tag+diiron
feature,ميزة,miize+ton
floor,طابق,t~abig+on
force,قوة,g+uw(e+)ton
friend,صديق,s+adiig+on
front,أمامي,'e+me+e+my(o)n
fun,مرح,me+rahhon
future,مستقبل,mostag+be+lon
game,لعبة,log+be+ton
gap,فجوة,fajwe+ton
gesture,إيماءة,'iime+e+'e+ton
goal,هدف,he+de+fon
grammar,نحو,nahhwon
ground,أرض,'arc+~on
group,مجموعة,majmug+aton
guide,دليل,de+liilon
habit,عادة,g+aade+ton
heat,حرارة,hharaaraton
hint,تلميح,te+lmiihhon
home,موطن,mawt~inon
hope,أمل,'e+me+lon
hour,ساعة,se+e+g+aton
human,إنسان,'inse+e+non
ideal,مثالي,mice+e+liy(o)n
imagination,خيال,h+aye+e+lon
information,معلومات,mag+lume+e+ton
intensity,كثافة,ke+the+fe+ton
intention,نية,niy(e+)ton
