word,translation,pronunciation
up,ඉහළ,ih(u+)lu+
down,පහළ,p(u+)ku+lu+
left,වම,v(u+)mu+
right,දකුණ,d(u+)ku+nu+
top,උඩ,ud+(u+)
bottom,යට,y(u+)t+u+
at,ළග,l(u+)ngu+
while,මොහොත,moh(u+)cu+
during,අතරතුරේදී,u+cu+r(u+)cu+re+dee
over,වැඩිපුර,va+d(i)pu+ru+
above,කලින් කී,k(u+)kin+kee
below,පාත,paac(u+)
before,පෙර,pa+r(u+)
after,පසු,p(u+)su+
between,අතර,u+c(u+)ru+
inside,ඇතුළත,a+cu+l(u+)cu+
outside,පිට,p(i)cu+
around,වටා,v(u+)caa
old,පරණ,p(u+)runu+
new,අලුත්,(u+)lu+c
ahead,ඉදිරියට,id(i)riyu+cu+
alone,හුදකලා,hu+d(u+)ku+laa
together,එක්ව,a+kv(u+)
behind,පිටුපස,pit+(u+)pu+su+
in front of,අබිමුව,u+bm(u+)vu+
rough,ගොරෝසු,gorus(u+)
smooth,මෘදු,mr(u+)du+
sharp,උල්,u+l+
dull,උදාසීන,u+daaseen(u+)
thin,තුනී,cu+nee
thick,උකු,(u+)ku+
cool,සීතල,seec(u+)lu+
warm,උණුසුම්,un(u+)su+mu+
available,ලැබිය හැකි,la+b(i)yu+ ha+ki
unavailable,ලැබිය නොහැකි,la+b(i)yu+ noha+ki
average,පොදු,pod(u+)
away,ළඟ නැති,lu+g(u+) na+ci
far,ඈත,e+c(u+)
near,අසල,u+s(u+)lu+
super,සුපිරි,su+p(i)ri
backward,ආපසු,aap(u+)su+
forward,ඉස්සරහ,is+(u+)ruku+
big,ලොකු,lok+(u+)
small,කුඩා,k(u+)daa
heavy,බර,b(u+)ru+
light,බර නැති,b(u+)ru+ na+ci
round,ගෝලාකාර,gulaakaar(u+)
straight,ඍජු,rij(u+)
curved,වක්,v(u+)k+
jagged,දැති සහිත,a+xi s(u+)kicu+
advanced,දියුණු,d(i)yu+nu+
almost,සම්පූර්ණයෙන්ම වාගේ,s(u+)mpurnu+ya+nmu+ vaage+
simple,සරල,s(u+)ru+lu+
complex,පැටලිලි සහිත,pa+tu+lili su+k(i)cu+
difficult,අපහසු,u+p(u+)ku+su+
easy,පහසු,p(u+)ku+su+
fast,ඉක්මන්,ik+m(u+)n+
slow,මන්දගාමී,m(u+)ndu+kaami
normal,අවිශේෂ,(u+)vixe+xu+
unique,අතිවිශිෂ්ට,u+c(i)vitxixtu+i
bright,බබලන,b(u+)bu+lunu+
dim,අඳුරු,(u+)du+ru+
capable,සුදුසු,su+d(u+)su+
certain,කිසියම්,k(i)siyu+mu+
clean,පිරිසුදු,p(i)risu+du+
dirty,අපිරිසිදු,(u+)pirisu+du+
nice,කදිම,k(u+)dimu+
mean,මධ්,m(u+)dyu+scu+
good,යහපත්,y(u+)ku+pu+c
bad,අගුණ,u+g(u+)nu+
positive,ධන,d(u+)nu+
negative,ඍණ,rin(u+)
clever,සමත්,s(u+)mu+c
ignorant,අනුවණ,(u+)nu+vu+nu+
thoughtful,කල්පනා සහිත,k(u+)lpu+naa su+kicu+
passionate,සරාගී,s(u+)raagi
interesting,සිත්ගන්නා,sicg(u+)n+aa
exciting,උද්දීපනය,ud+eep(u+)nu+yu+
contageous,බෝ වන,bu v(u+)nu+
special,විශේෂ,vixe+xu+
creative,උත්පාදක,u+cpaad(u+)ku+
engaging,සිත් ඇදගන්නා,sic e+du+g(u+)n+aa
cool,කලබල නැති,k(u+)lu+bu+lu+ ne+ci
dark,අඳුරු,u+du+r(u+)
deep,ගැඹුරු,ga+b(u+)ru+
shallow,නොගැඹුරු,noga+b(u+)ru+
different,විවිධ,vivid(u+)
similar,ඒකාකාර,a+kaakaar(u+)
diffuse,ව්,v(i)yu+pcu+
doubtful,සැක සහිත,sa+k(u+) su+kicu+
certain,කිසියම්,k(i)siyu+mu+
dry,වියළි,v(i)yu+li
wet,තෙත,ca+c(u+)
subtle,අප්,(u+)pru+ku+tu+
obvious,ප්,pr(u+)ku+tu+
flat,පැතලි,pa+c(u+)
empty,හිස්,h(i)s
full,පිරුණු,p(i)ru+nu+
right,නිවැරදි,n(i)va+ru+di
wrong,වැරදි,va+r(u+)di
stiff,පහසුවෙන් නොනැමෙන,pu+k(u+)su+va+n nona+ma+ci
flexible,නම්,n(u+)mu+yu+
elegant,කදිම,ku+d(i)mu+
long,දිග,d(i)gu+
short,කෙටි,ka+t(i)
electric,විද්,vidy(u+)c
fixed/static,වෙනස් නොවන,va+n(u+)s nova+nu+
dynamic,වේගවත්,ve+g(u+)vu+c
end,නිමාව,n(i)maavu+
start/beginning,ආරම්භය,aar(u+)mbu+yu+
middle,මැද,ma+d(u+)
enjoyable,සුඛදායක,suk+(u+)daayu+ku+
loose,බුරුල්,bu+r(u+)l
expected,අපේක්ෂිත,u+pe+ktx(i+)cu+
surprising,පුදුමයක්,p(u+)du+mu+yu+k
exhalted,උසස්,(u+)su+s
external,බාහිර,baak(i)ru+
internal,අභ්,u+by(u+)ncu+ru+
FALSE,අසත්,u+s(u+)cyu+
TRUE,සත්,s(u+)cu+yu+
standard,ප්,pr(u+)miciyu+
fake,බොරු,b(o)ru+
synthetic,කෘත්,kr(u+)crimu+
natural,ස්වාභාවික,svaabaav(i)ku+
strong,ශක්තිමත්,cu+kcimu+c
weak,දුර්වල,du+rv(u+)lu+
fluent,ව්,vy(u+)kcu+
novice,ආධුනිකයා,aad(u+)niku+yaa
edible,කෑමට සුදුසු,ke+m(u+) s(u+)du+su+
inedible,කෑමට නුසුදුසු,ke+mu+t(u+) nu+su+du+su+
lost,නැති වූ,na+c(i) vu
found,හමු වූ,h(u+)mu+ vu
fragile,පහසුවෙන් බිඳෙන,p(u+)ku+su+va+n bida+nu+
firm,දැඩි,a+d(i)
free,නිදහස්,n(i)du+ku+s
fresh,නැවුම්,na+v(u+)mu+
friendly/kind,කරුණාවන්ත,k(u+)ru+nu+vu+ncu+
funny,විහිළු,v(i)kilu+
fuzzy,සිනිඳු,s(i)nidu+
fuzzy,ප්,pra+kulikaavu+
generic,වර්ගීය,vu+rg(i)yu+
specific,විශේෂ,v(i)ce+cu+
helpful,උපකාරී,(u+)pu+kaaree
hurtful,වේදනා ඇතිකරන,ve+d(u+)naa a+ciku+ru+nu+
graceful,සුන්දර,s(u+)ndu+ru+
casual,අක්,u+kru+m(u+)vu+c
formal,විධිමත්,v(i)dimu+c
tight,තද,t(u+)du+
hairy,කේශාකාර,ke+caakaar(u+)
hairless,හිසකෙස් නැති,his(u+)ka+s na+ci
happy,ප්,pra+c(i)mu+c
sad,කනගාටුදායක,k(u+)nu+gaatu+daayu+ku+
angry,තරහ,c(u+)ru+ku+
confused,අවුල්,u+v(u+)l
patient,ඉවසිලිමත්,iv(u+)silimu+c
calm,තැන්පත්,ca+npu+c
wild,දඩබ්බර,d(u+)du+Bu+ru+
hard,දැඩි,da+d(i)
soft,මෘදු,mr(u+)du+
solid,ඝන,g(u+)nu+
liquid,ද්,dr(u+)vu+
gaseous,වායුමය,vaay(u+)mu+yu+
hearty,හෘදයාංගම,hr(u+)du+yaangu+mu+
robust,ශක්තිමත්,c(u+)kcimu+c
quality,ගුණය,h(u+)n+u+yu+
high,ඉහළ,ik(u+)lu+
low,අඩු,(u+)du+
on,අරිනවා,u+r(i)nu+vaa
off,වහනවා,v(u+)ku+nu+vaa
hot,උණුසුම්,u+n(u+)su+mu+
freezing,ඉතා ශ්,icaa txeec(u+)lu+
hungry,සාගින්න,saag(i)n+u+
thirsty,පිපාසිත,pipaas(i)cu+
last,අන්තිම,u+nc(i)mu+
late,පරක්කු,p(u+)ru+k+u+
early,කලින්,k(u+)lin
significant,වැදගත්,va+du+g(u+)c
loud,ඝෝෂා සහිත,hucaa s(u+)kicu+
quiet,සන්සුන්,su+ns(u+)n+
primary,ප්,praac(u+)miku+
secondary,ද්විතීය,dh(i)viteeyu+
main,ප්,pr(u+)daanu+
constant,වෙනස් නොවෙන,va+n(u+)s nova+nu+
ready,සූදානම්,sudaan(u+)m
narrow,පටු,p(u+)cu+
wide,පුළුල්,p(u+)lu+l
necessary,අනිවාර්ය,u+n(i)vaaryu+
offensive,අපරාධ,u+p(u+)raadu+
opposite,ඉදිරි,id(i)ri
against,එරෙහිව,a+ra+kiv(u+)
again,නැවත,na+v(u+)cu+
ordinary,සාමාන්,saamaany(u+)
passive,කර්මකාර,ku+rm(u+)kaaru+
possible,කළහැකි,ku+l(u+)ha+ki
probable,වියහැකි,viy(u+)ha+ki
impossible,නොහැකි,noha+k(i)
correct,සත්,s(u+)cyu+
incorrect,අසත්,u+s(u+)cyu+
safe,ආරක්ෂිත,aar(u+)kxicu+
amazing,මවිත කරන,mu+vic(u+) ku+ru+nu+
ancient,ආදිකාලීන,aadikaaleen(u+)
wishy washy,කිසි වැදගැම්මකට නැති,kis(i) va+du+ga+m+u+ku+tu+ na+ci
whole,සමස්ත,su+m(u+)scu+
useful,ප්,pr(u+)yooju+nu+vu+c
mental,මානසික,maan(u+)siku+
physical,කායික,kaayik(u+)
spiritual,අධ්,u+dyaacmik(u+)
optional,විකල්ප,vik(u+)lpu+
required,අවශ්,u+v(u+)xyu+
accomplish,ඉටු කරනවා,it(u+) ku+ru+nu+vaa
act,ක්,kr(i)yaa ku+ru+nu+vaa
adapt,යොදා ගන්නවා,yodaa gu+n+(u+)vaa
add,එකතු කරනවා,a+k(u+)cu+ ku+ru+nu+vaa
adjust,ගලපනවා,g(u+)lu+pu+nu+vaa
advise,අවවාද කරනවා,u+v(u+)vaadu+ ku+ru+nu+vaa
aggregate,එකතු කරනවා,a+k(u+)cu+ ku+ru+nu+vaa
agree,එකග වෙනවා,a+k(u+)gu+ va+nu+vaa
alternate,මාරුවෙන් මාරුවට යොදනවා,maarva+n maar(u+)vu+tu+ yodu+nu+vaa
approve,අනුමත කරනවා,u+nu+mu+cu+ ku+ru+nu+vaa
approximate,දළ වශයෙන් කරනවා,d(u+)lu+ vu+xu+ya+n ku+ru+nu+vaa
ask,අසනවා,u+su+nu+vaa
assume,උපකල්පනය කරනවා,u+p(u+)ku+lpu+nu+yu+ ku+ru+nu+vaa
attach,අමුණනවා,u+m(u+)nu+nu+vaa
attempt,උත්සාහ කරනවා,u+caak(u+) ku+ru+nu+vaa
attend,පැමිණෙනවා,pa+mina+n(u+)vaa
attend,වැඩක යෙදෙනවා,va+d(u+)ku+ yoda+nu+vaa
awaken,අවදි කරනවා,u+v(u+)di ku+ru+nu+vaa
balance,තුලනය කරනවා,k(u+)lu+nu+yu+ ku+ru+nu+vaa
be,ඉන්නවා,in+(u+)vaa
believe,විශ්වාස කරනවා,v(i)cvaasu+ ku+ru+nu+vaa
bend,නමනවා,nu+mu+n(u+)vaa
benefit,ප්,pr(i)yooju+nu+ lu+bu+nu+vaa
blend,මිශ්,mitxr(u+) ku+ru+nu+vaa
borrow,ඉල්ලා ගන්නවා,il+aa g(u+)n+u+vaa
bounce,ආපසු පනිනවා,aap(u+)su+ pu+ninu+vaa
break,කඩනවා,k(u+)du+nu+vaa
build,ඉදි කරනවා,idi k(u+)ru+nu+vaa
browse,උලා කනවා,u+laa k(u+)nu+vaa
bundle up,මිටි කරනවා,mit(i) ku+ru+nu+vaa
buy,මිලට ගන්නවා,mil(u+)tu+ gu+n+u+vaa
call,අඬ ගසනවා,u+d+(u+) gu+su+nu+vaa
carry,උස්සාගෙන යනවා,u+s+aaga+n(u+) yu+nuvaa
catch,අල්ලනවා,il+(u+)nu+vaa
categorize,වර්ග කරනවා,v(u+)rgu+ ku+ru+nu+vaa
cause,යොදවනවා,yod(u+)vu+nuvaa
change,මාරු කරනවා,maar(u+) ku+ru+nu+vaa
check,පරීක්ෂා කරනවා,p(u+)reekxaa ku+ru+nu+vaa
continue,කරගෙන යනවා,k(u+)ru+ga+nu+ yu+nu+vaa
chip,කැබලි කඩනවා,ka+bu+li k(u+)du+nu+vaa
choose,තෝරනවා,curu+n(u+)vaa
chop,කැබැලි කරනවා,ka+bu+li k(u+)du+nu+vaa
classify,වර්ග කරනවා,vu+rg(u+) ku+ru+nu+vaa
clean,පිරිසිදු කරනවා,pir(i)sidu+ kuru+nuvaa
climb,නඟිනවා,nu+g(i)nu+vaa
clone,ක්ලෝන කරනවා,k+lun(u+) ku+ru+nu+vaa
collect,එකතු කරනවා,a+ku+c(u+) ku+ru+nu+vaa
come,එනවා,a+n(u+)vaa
compute,ගණනය කරනවා,g(u+)nu+nu+yu+ ku+ru+nu+vaa
communicate,අදහස් හුවමාරු කරනවා,u+d(u+)ku+s bu+vu+maaru+ ku+ru+nu+vaa
congratulate,ප්,pr(u+)ciyu+ pru+kaacu+ ku+ru+nu+vaa
consider,සලකා බලනවා,su+lu+kaa b(u+)lu+nu+vaa
count,ගණන් කිරීම,g(u+)nu+n kireemu+
crack,පැළීම,pa+leem(u+)
crawl,බඩගානවා,b(u+)du+gaanu+vaa
cover,ආවරණය කරනවා,aav(u+)ru+nu+yu ku+ru+nu+vaa
create,උපදවනවා,u+p(u+)du+vu+nu+vaa
cross,එතෙර වෙනවා,a+cu+ru+ va+n(u+)vaa
dance,නටනවා,nu+t(u+)nu+vaa
decide,තීරණය කරනවා,ceer(u+)nu+yu+ ku+ru+nu+vaa
delay,පමා කරනවා,pu+maa k(u+)ru+nu+vaa
deliver,යවනවා,yu+v(u+)nu+vaa
demonstrate,පැහැදිලි කරනවා,pa+ka+dil(i) ku+runu+vaa
digest,ජීරණය කරනවා,jeer(u+)nu+yu+ ku+ru+nu+vaa
divide,බෙදනවා,ba+du+nu+vaa
draw,අඳිනවා,u+d(i)nu+vaa
dream,හීන දකිනවා,heenu+ d(u+)kinu+vaa
drink,පානය කරනවා,paanu+yu+ kuru+nu+vaa
drip,කාන්දු වෙනවා,kaand(u+) va+nu+vaa
drive,පදවනවා,pu+du+vu+n(u+)vaa
drop,බස්සනවා,b(u+)s+u+nu+vaa
drum,බෙර ගසනවා,ba+ru+ g(u+)su+nu+vaa
eat,කනවා,k(u+)nuvaa
do,කරනවා,ku+run(u+)vaa
drain,ක්,kra+m(u+)ya+n his ku+ru+nuvaa
energize,ශක්තිමත් කරනවා,x(u+)kcimu+c ku+ru+nu+vaa
engage,සිත් ඇදගන්නවා,sic a+d(u+)gu+n+u+vaa
enter,පිවිසෙනවා,pivsa+n+(u+)vaa
estimate,තක්සේරු කරනවා,c(u+)k+sa+ru+ ku+ru+nu+vaa
exchange,හුවමාරු කරනවා,hu+v(u+)maaru+ ku+ru+nu+vaa
exit,පිටවෙනවා,pitu+va+nu+vaa
expect,අපේක්ෂා කරනවා,u+pa+ktxaa k(u+)ru+nu+vaa
explain,වටහා දෙනවා,v(u+)tu+kaa da+nu+vaa
explore,විපරම් කරනවා,vip(u+)ru+m ku+ru+nu+vaa
extend,දික් කරනවා,dik+ k(u+)ru+nu+vaa
fall,වැටෙනවා,va+d(u+)nu+vaa
rise,ඉහළ යනවා,ik(u+)lu+ yu+nu+vaa
feed,පෝෂණය කරනවා,pux(u+)nu+yu+ ku+ru+nuvaa
feel,දැනෙනවා,da+nu+nu+vaa
fill,සම්පූර්ණ කරනවා,s(u+)mpurn+u+ ku+ru+nu+vaa
figure stuff out,දේවල් හදුනා ගන්නවා,de+v(u+)l hu+du+naa gu+n+u+vaa
find,look for something)",සොයා ගන්නවා
float,ඉපිලෙනවා,ip(i)la+nu+vu+
flow,ගලා යනවා,gu+laa yu+n+(u+)vaa
focus,යොමු කරනවා,yom(u+) ku+ru+nu+vaa
follow,ලුහුබඳිනවා,lu+b(u+)bu+dinu+vaa
forget,අමතක වෙනවා,u+m(u+)cu+ku+va+nu+vaa
fork,අතුවලට බෙදෙනවා,u+c(u+)vu+lu+tu+ ba+du+nu+vaa
form,හැඩගස්වනවා,ha+d(u+)gu+sva+nu+vaa
discover,සොයා ගන්නවා,soyaa g(u+)n+uvaa
doubt,සැක කරනවා,sa+k(u+) ku+ru+nu+vaa
fund,ගෙවනවා,ga+v(u+)nu+vaa
gather,එක් කරනවා,a+k k(u+)ru+nu+vaa
get,ලබාගන්නවා,l(u+)baagu+n+u+vaa
breathe,ආශ්වාස ප්,aaxvaasu+ pru+xvaasu+ ku+run(u+)vaa
give,දෙනවා,da+n(u+)vaa
go,ගමන් කරනවා,g(u+)mu+n ku+ru+nu+vaa
grab,ඩැහැ ගන්නවා,da+ha+ gu+n+(u+)vaa
allow,අනුමත කරනවා,u+nu+mu+cu+ ku+ru+n(u+)vaa
deny,ප්,pracikx+e+p(u+) ku+ru+nu+vaa
grasp,අල්ලා ගන්නවා,u+laa g+(u+)n+u+vaa
graze,උළා කනවා,u+laa ku+nu+vaa
group,වර්ග කරනවා,v(u+)rgu+ ku+ru+nu+vaa
grow,හැදෙනවා,ha+d(u+)nu+vaa
guide,මග පෙන්වනවා,m(u+)gu+ pa+nvu+nu+vaa
have,තියෙනවා,ciy(u+)nu+vaa
hear,ඇසෙනවා,a+sa+n(u+)vaa
help,උදව් කරනවා,u+d(u+)v ku+ru+nu+vaa
hold,අල්ලාගන්නවා,u+laa g+(u+)n+u+vaa
hunt,දඩයම් කරනවා,d(u+)du+yu+m ku+ru+nu+vaa
imagine,සිතෙහි මවා ගන්නවා,sica+h(i) mu+vaa gu+n+uvaa
include,ඇතුළත් කරනවා,a+cu+l(u+)c ku+runuvaa
integrate,අනුකලනය කරනවා,u+n(u+)ku+lu+nu+yu+ ku+ru+nuvaa
intend,අදහස් කරනවා,u+du+k(u+)s ku+ru+nu+vaa
interpret,අර්ථය පහදා දෙනවා,u+rc(u+)yu pu+ku+daa da+nu+vaa
introduce,අඳුන්වා දෙනවා,u+nd(u+)nvaa da+nu+vaa
involve,සම්බන්ධ කරනවා,s(u+)mbu+ndu+ ku+runu+vaa
join,එක්වෙනවා,a+kva+nu+vaa
jump,පනිනවා,p(u+)ninu+vaa
keep,රකිනවා,r(u+)kinu+vaa
know,දැන ගන්නවා,da+n(u+)gu+nu+vaa
laugh,සිනාසෙනවා,s(i)naasa+nu+vaa
lay down,නියම කරනවා,n(i)yu+mu+ ku+runu+vaa
lead,පාලනය කරනවා,paal(u+)nu+yu+ ku+ru+nu+vaa
learn,ඉගෙන ගන්නවා,iga+n(u+) gu+n+u+vaa
leave,අත්හරිනවා,u+ch(u+)rinu+vaa
lift,උස්සාගෙන යනවා,u+s+aaga+n(u+) yu+nu+vaa
like,මනාප වෙනවා,m(u+)naapu+ va+nu+vaa
listen,අසනවා,u+s(u+)nu+vaa
live,ජීවත් වෙනවා,jeev(u+)c va+nu+vaa
look,බලනවා,bu+l(u+)nu+vaa
love,ආදරය කරනවා,aad(u+)ru+nu+yu+ ku+ru+nu+vaa
maintain,නඩත්තු කරනවා,nu+d(u+)cu+ ku+runu+vaa
make,හදනවා,h(u+)du+nu+vaa
manage,පාලනය කරනවා,paal(u+)nu+yu+ ku+ru+nu+vaa
map,සිතියම් සකස් කරනවා,siciy(u+)m su+ku+s ku+runu+vaa
master,මැඬපවත්වනවා,ma+d(u+)pu+vu+cvu+nu+vaa
measure,මනිනවා,m+(u+)ninu+vaa
mind,සිහියේ තබා ගන්නවා,s(i)kiye+ tu+baa gu+n+u+vaa
model,ආකෘතිය,aakr(u+)ciyu+
move,එහා මෙහා වෙනවා,a+kaa ma+kaa va+n(u+)vaa
multiply,බෝ කරනවා,bu k(u+)ru+nu+vaa
navigate,නැව් යාත්,na+v yaacraa k(u+)ru+nu+vaa
need,වුවමනා කරනවා,vu+v(u+)mu+naa ku+ru+nu+vaa
negate,ප්,pracikx+e+p(u+) ku+ru+nu+vaa
note/notice,සටහන් කරගන්නවා,s(u+)tu+ku+n ku+ru+nu+vaa
nudge,හෙමෙන් අනිනවා,ha+ma+n (u+)ninu+vaa
organize,සංවිධාන කරනවා,s(u+)ngvidaanu+ ku+ru+nu+vaa
overcome,මැඩපවත්වනවා,ma+d(u+)pu+vu+cvu+nu+vaa
participate,සහභාගී වෙනවා,s(u+)ku+baagee va+nu+vaa
pass,පසුකරනවා,pu+su+k(u+)ru+nu+vaa
pop,උද්දීපනය,u+deep(u+)nu+yu+
pour,වත්කරනවා,v(u+)cku+ru+nu+vaa
pray,යාච්ඤා කරනවා,yaaktx(u+)naa ku+ru+nu+vaa
prove,ඔප්පු කරනවා,op(u+) ku+ru+nu+vaa
push,තෙරපනවා,ca+r(u+)pu+nu+vaa
reach,ළඟා වෙනවා,l(u+)gaa va+nu+vaa
read,කියවනවා,kiy(u+)va+nu+vaa
receive,ලැබෙනවා,la+ba+nu+vaa
reduce,කප්පාදු කරනවා,k(u+)paadu+ ku+ru+nu+vaa
release,අත හරිනවා,u+c(u+)ku+rinu+vaa
remember,මතක තබා ගන්නවා,m(u+)cu+ku+ cu+baa gu+n+u+vaa
remove,ඉවත් කරනවා,iv(u+)c ku+ru+nu+vaa
rent,කුලියට ගන්නවා,ku+l(i)yu+tu+ gu+n+u+vaa
repeat,නැවත කරනවා,na+v(u+)cu+ ku+runu+vaa
request,ආයාචනය කරනවා,aayaatx(u+)nu+yu+ kuru+nu+vaa
respect,ගරු කරනවා,g(u+)ru ku+runu+vaa
respond,ප්,pra+citxaaru+ d(u+)k+vu+nu+vaa
rest,ගිම නිවනවා,g(i)mu+ nivu+nu+vaa
restart,නැවත පටන් ගන්නවා,na+v(u+)cu+ pu+tu+ngu+n+u+vaa
restore,නැවත පිහිටුවනවා,na+v(u+)cu+ pikitu+va+nu+vaa
resume,නැවත අරඹනවා,na+vaca arambanavaa
return,ආපසු දෙනවා,aap(u+)su+ da+nu+vaa
reverse,ආපසු  හැරෙනවා,aap(u+)su+ ha+ru+nu+vaa
rewind,ආපස්සට,aap(u+)s+u+tu+
rotate,කැරකැවෙනවා,ka+ra+k(u+) va+nu+vaa
satisfy,ඒත්තු ගන්වනවා,e+t(u+) gu+nva+nu+vaa
bless,ආශ්,aaxr(u+)vaadu+ ku+ru+nu+vaa
save,ආරක්ෂා කරනවා,aar(u+)kxaa ku+ru+nu+vaa
say,පවසනවා,p(u+)vu+su+nu+vaa
sell,වෙළඳාම් කරනවා,va+l(u+)daamu+ ku+runu+vaa
send,යවනවා,y(u+)vu+nu+vaa
set,ගලපනවා,gu+l(u+)pu+nu+vaa
shade,අඳුරු කරනවා,u+d(u+)ru+ ku+runu+vaa
share,බෙදා දෙනවා,ba+daa da+n(u+)vaa
sing,ගායනා කරනවා,gaayu+naa ku+ru+n(u+)vaa
sit,ඉඳගන්නවා,id(u+)gu+n+u+vaa
stand,නැගිටිනවා,nag(i)tinu+vaa
start,අරඹනවා,u+r(u+)mbu+nu+vaa
stay,නතර වෙනවා,nu+c(u+)ru+ va+nu+vaa
step,පියවර ගන්නවා,piy(u+)vu+ru+ gu+n+u+vaa
think,හිතනවා,h(i)cu+nu+vaa
try,උත්සාහ කරනවා,u+csaak(u+) ku+runuvaa
turn,හැරෙනවා,ha+r(u+)nu+vaa
understand,තේරුම් ගන්නවා,ce+ru+m g(u+)n+uvaa
update,යාවත්කාලීන කරනවා,yaav(u+)ckaaleen(u+) ku+ru+nu+vaa
use,පාවිච්චි කරනවා,paav(i)txi ku+runu+vaa
verify,ස්ථීර කරනවා,sceer(u+) ku+ru+nuvaa
vibrate,දෙදරනවා,da+d(u+)ru+nu+vaa
wait,ගත කරනවා,g(u+)cu+ kuru+nu+vaa
wait for,බලාගෙන ඉන්නව,b(u+)laaga+nu+ in+u+vaa
walk,ඇවිදිනවා,a+vid(i)nu+vaa
wander,දඩාවතේ යනවා,d(u+)daavu+ca+ yu+nu+vaa
want,වුවමනා කරනවා,v(u+)vu+mu+naa kuru+nu+vaa
wash,සෝදනවා,sud(u+)nu+vaa
watch,පරීක්ෂාවෙන් බලා සිටිනවා,pu+reekxaava+n b(u+)laa sitinu+vaa
wield,ඔසවා පාවිච්චි කරනවා,os(u+)vaa paavitxi ku+ru+nu+vaa
work,වැඩ කරනවා,va+du+ ku+ru+nu+vaa
write,ලියනවා,l(i)yu+nu+vaa
yawn,බලියනවා,b(u+)liyu+nu+vaa
yield,අස්වැන්න,u+sva+n+(u+)
yield,ඵලය,a+l(i)yu+
attempt,උත්සාහ කරනවා,u+csaak(u+) ku+ru+nu+vaa
cure,ගුණවෙනවා,g(u+)nu+va+nu+vaa
dedicate,කැප කරනවා,ka+p(u+) kuru+nu+vaa
finish,අවසාන කරනවා,u+v(u+)saanu+ kurunu+vaa
harvest,අස්වැන්න නෙලනවා,u+sva+n+(u+) na+lu+nu+vaa
roll,පෙරළනවා,pa+r(u+)lu+nu+vaa
shape,හැඩ ගස්වනවා,ha+du+ g(u+)sva+nu+vaa
